round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2
First,Andreas Beck,6-4 6-2 4-6 7-5,2012,m,Andreas Beck,Eric Prodon,GER,FRA,63%,69%,2,14,8,3,73%,55%,49%,68%,,,,,0,0,43%,30%,41%,36%,133,120,2,14,8,3,,
First,Roger Federer,7-5 6-2 6-2,2012,m,Roger Federer,Alexander Kudryavtsev,SUI,RUS,63%,42%,14,4,2,4,80%,65%,56%,40%,207,209,181,195,NULL,NULL,46%,25%,49%,29%,106,70,43,21,33,42,44%,67%
First,Tomas Berdych,7-5 4-6 6-2 6-3,2012,m,Tomas Berdych,Albert Ramos,CZE,ESP,52%,52%,7,4,6,4,88%,69%,52%,52%,214,192,192,166,142,141,71%,50%,39%,29%,124,102,39,24,43,51,57%,88%
First,Olivier Rochus,6-1 6-4 6-0,2012,m,Olivier Rochus,Bjorn Phau,BEL,GER,60%,49%,7,2,1,4,80%,45%,67%,41%,,,,,0,0,70%,25%,57%,25%,87,44,7,2,1,4,,
First,Sergiy Stakhovsky,6-3 6-7(9) 4-6 6-3 7-5,2012,m,Sergiy Stakhovsky,Illya Marchenko,UKR,UKR,64%,55%,13,2,9,18,66%,68%,52%,43%,,,,,0,0,32%,31%,43%,39%,198,177,13,2,9,18,,
First,Kevin Anderson,6-1 6-2 6-4,2012,m,Kevin Anderson,Frederik Nielsen,RSA,DEN,64%,60%,5,0,4,3,75%,58%,55%,34%,,,,,0,0,46%,17%,51%,33%,99,67,5,0,4,3,,
First,Stanislas Wawrinka,6-1 6-1 7-5,2012,m,Stanislas Wawrinka,Benoit Paire,SUI,FRA,60%,54%,2,3,3,6,69%,62%,62%,29%,204,192,174,168,143,140,64%,9%,53%,34%,109,72,24,24,20,42,58%,85%
First,Marcos Baghdatis,6-1 7-6(5) 6-2,2012,m,Marcos Baghdatis,Benjamin Becker,CYP,GER,45%,56%,18,5,1,1,92%,73%,59%,37%,208,208,190,180,154,143,75%,17%,43%,26%,93,66,38,23,23,38,69%,64%
First,Grigor Dimitrov,4-6 6-3 3-6 6-4 6-4,2012,m,Grigor Dimitrov,Jeremy Chardy,BUL,FRA,58%,54%,12,19,6,8,74%,83%,52%,48%,212,212,190,197,155,155,27%,14%,34%,35%,148,148,41,59,38,49,76%,66%
First,Nicolas Almagro,1-6 7-5 6-3 7-5,2012,m,Nicolas Almagro,Lukasz Kubot,ESP,POL,64%,54%,15,7,3,16,76%,72%,47%,47%,215,211,180,187,140,163,36%,25%,40%,35%,138,127,40,56,12,60,55%,63%
First,John Isner,6-4 6-4 7-6(1),2012,m,John Isner,Benjamin Mitchell,USA,AUS,66%,48%,19,7,4,8,86%,77%,50%,51%,220,212,201,189,175,153,38%,17%,36%,26%,106,88,40,27,42,32,58%,69%
First,David Nalbandian,6-4 4-2 ret.,2012,m,David Nalbandian,Jarkko Nieminen,ARG,FIN,57%,62%,3,3,0,1,56%,44%,63%,55%,194,201,175,176,145,125,80%,50%,52%,41%,56,46,18,14,19,21,76%,43%
First,Flavio Cipolla,6-4 4-6 3-6 6-2 6-1,2012,m,Flavio Cipolla,Nikolay Davydenko,ITA,RUS,78%,65%,2,3,6,8,56%,53%,53%,44%,,,,,0,0,50%,82%,50%,45%,144,129,2,3,6,8,,
First,Feliciano Lopez,7-6(5) 6-3 7-6(2),2012,m,Feliciano Lopez,Leonardo Mayer,ESP,ARG,57%,54%,8,13,6,9,77%,72%,56%,52%,,,,,0,0,20%,8%,37%,32%,132,115,8,13,6,9,,
First,Lukas Lacko,3-6 4-6 6-3 6-4 6-4,2012,m,Lukas Lacko,Ivan Ljubicic,SVK,CRO,64%,59%,27,13,4,3,81%,76%,64%,52%,,,,,0,0,36%,38%,34%,25%,137,121,27,13,4,3,,
First,Donald Young,6-1 6-2 4-6 1-6 6-2,2012,m,Donald Young,Peter Gojowczyk,USA,GER,62%,59%,5,4,7,4,67%,57%,52%,43%,,,,,0,0,53%,44%,49%,38%,132,108,5,4,7,4,,
First,Tommy Haas,7-6(5) 3-6 6-0 7-5,2012,m,Tommy Haas,Denis Kudla,GER,USA,70%,57%,20,14,1,8,82%,72%,61%,48%,,,,,NULL,NULL,31%,67%,38%,24%,132,110,20,14,1,8,,
First,Rafael Nadal,6-4 6-1 6-1,2012,m,Rafael Nadal,Alex Kuznetsov,ESP,USA,68%,65%,9,5,2,2,86%,49%,65%,46%,197,207,180,188,137,149,60%,0%,52%,21%,88,49,42,16,14,26,85%,36%
