round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2
First,Robin Soderling,5-7 6-4 6-4 7-5,2009,m,Robin Soderling,Robert Kendrick,SWE,USA,68%,61%,11,20,2,6,83%,81%,72%,47%,,,,,0,0,43%,17%,32%,20%,132,109,,,,,,
First,Brydan Klein,6-4 6-3 4-6 6-3,2009,m,Brydan Klein,Bjorn Phau,AUS,GER,63%,49%,14,3,6,7,76%,71%,41%,47%,216,201,183,185,145,158,50%,57%,42%,37%,114,105,39,24,46,34,63%,71%
First,Dominik Hrbaty,7-6(4) 2-6 6-2 7-5,2009,m,Dominik Hrbaty,John Isner,SVK,USA,67%,64%,6,39,5,8,74%,77%,59%,40%,,,,,0,0,33%,67%,36%,31%,132,125,,,,,,
First,Marin Cilic,6-3 6-2 6-7(4) 6-3,2009,m,Marin Cilic,Kevin Anderson,CRO,RSA,51%,60%,16,8,8,7,88%,67%,48%,45%,,,,,0,0,43%,22%,42%,32%,134,108,,,,,,
First,Florian Mayer,6-2 6-1 6-2,2009,m,Florian Mayer,Lamine Ouahab,GER,ALG,58%,51%,4,0,1,4,78%,62%,66%,26%,,,,,0,0,50%,100%,56%,28%,90,51,,,,,,
First,Tomas Berdych,6-4 6-4 6-3,2009,m,Tomas Berdych,Robby Ginepri,CZE,USA,63%,65%,9,6,4,3,82%,64%,57%,39%,208,185,195,166,154,135,36%,20%,45%,27%,105,79,33,27,34,50,71%,55%
First,Evgeny Korolev,6-3 6-1 7-6(7),2009,m,Evgeny Korolev,Carlos Moya,KAZ,ESP,60%,44%,9,10,3,11,90%,80%,48%,33%,196,211,183,193,150,156,45%,50%,46%,27%,102,71,39,28,21,35,71%,80%
First,Marat Safin,6-3 6-3 6-4,2009,m,Marat Safin,Ivan Navarro,RUS,ESP,48%,53%,8,6,5,2,85%,75%,59%,44%,211,200,203,190,159,154,67%,0%,40%,29%,96,79,36,22,26,21,59%,35%
First,David Ferrer,6-1 6-7(6) 6-1 6-7(4) 6-4,2009,m,David Ferrer,Denis Gremelmayr,ESP,GER,54%,52%,8,5,8,7,72%,66%,54%,43%,188,188,171,174,150,138,40%,25%,45%,36%,192,163,58,58,68,84,67%,66%
First,Brian Dabul,6-1 6-2 6-4,2009,m,Brian Dabul,Philipp Petzschner,ARG,GER,80%,68%,6,5,0,8,77%,65%,60%,19%,,,,,0,0,60%,33%,50%,26%,96,60,,,,,,
First,David Nalbandian,6-1 4-6 6-2 6-3,2009,m,David Nalbandian,Marc Gicquel,ARG,FRA,58%,50%,4,9,8,2,71%,63%,47%,45%,188,203,175,193,143,151,47%,20%,46%,39%,126,107,36,32,43,51,66%,63%
First,Janko Tipsarevic,4-6 6-1 6-3 4-6 6-0,2009,m,Janko Tipsarevic,Oscar Hernandez,SRB,ESP,58%,56%,15,13,4,11,77%,66%,45%,38%,,,,,0,0,53%,17%,43%,36%,163,132,,,,,,
First,Juan Martin Del Potro,6-3 6-4 6-2,2009,m,Juan Martin Del Potro,Mischa Zverev,ARG,GER,65%,61%,7,5,4,2,70%,56%,66%,43%,209,187,185,172,150,142,43%,33%,49%,31%,104,75,49,21,23,25,82%,45%
First,Simone Bolelli,7-6(5) 7-6(3) 7-5,2009,m,Simone Bolelli,Kristof Vliegen,ITA,BEL,54%,53%,3,10,1,2,78%,74%,69%,71%,,,,,0,0,40%,50%,27%,26%,110,103,,,,,,
First,Amer Delic,6-4 3-6 4-6 6-3 6-4,2009,m,Amer Delic,Taylor Dent,BIH,USA,74%,68%,21,8,5,10,76%,80%,47%,48%,,,,,0,0,43%,40%,30%,31%,139,138,,,,,,
First,Roger Federer,6-1 7-6(4) 7-5,2009,m,Roger Federer,Andreas Seppi,SUI,ITA,59%,60%,9,1,5,5,76%,68%,57%,50%,203,198,190,182,156,142,30%,0%,41%,33%,122,102,45,28,43,45,72%,68%
